id_imovel,ano,valor_estimado
5,2021,449735.7451495616
5,2022,485254.13444647606
5,2023,499643.58517702506
5,2024,519999.9999999999
6,1998,52355.70297316467
6,1999,57578.26024440455
6,2000,57658.481304674686
6,2001,59872.72774668793
6,2002,63547.20175709378
6,2003,67337.22231422055
6,2004,67067.21847664924
6,2005,71284.1912277421
6,2006,74679.24580164814
6,2007,78073.45250372178
6,2008,80368.83711955589
6,2009,82678.28281533963
6,2010,85187.52422963595
6,2011,90241.32027171171
6,2012,91680.59284613209
6,2013,91744.17902901648
6,2014,102219.39780758535
6,2015,107293.28822434873
6,2016,104423.81599310185
6,2017,111685.734933171
6,2018,120015.15867794219
6,2019,128362.39990967455
6,2020,128273.95229986278
6,2021,131407.87790907396
6,2022,138176.13782977572
6,2023,148196.75890138897
6,2024,149999.99999999997
7,1996,52667.06900163402
7,1997,54603.69752300776
7,1998,57153.0920195337
7,1999,58874.33770774709
7,2000,62572.57613356887
7,2001,67025.5727989433
7,2002,67949.10199083717
7,2003,69859.00451035687
7,2004,72595.73905976675
7,2005,73568.52648888239
7,2006,80375.46838561838
7,2007,82011.84882595213
7,2008,85116.95706521261
7,2009,94515.98214858594
7,2010,92948.08480509445
7,2011,94647.03386834801
7,2012,99083.36250351112
7,2013,106320.17603773842
7,2014,108335.13559051979
7,2015,109180.22959776194
7,2016,119059.78185199262
7,2017,119962.0994166927
7,2018,131187.90633622397
7,2019,134349.04358330063
7,2020,135545.07814508103
7,2021,145883.63780648357
7,2022,148129.75003114613
7,2023,156470.07284652992
7,2024,160000.0
8,2007,269542.1159846881
8,2008,272932.7332851216
8,2009,285021.2014837281
8,2010,306472.7208350724
8,2011,310207.5279429733
8,2012,322168.4423338658
8,2013,331329.6184984503
8,2014,354269.5186363108
8,2015,380415.7700616266
8,2016,371846.53382381826
8,2017,395348.6727492106
8,2018,422570.9769318627
8,2019,426721.31756470003
8,2020,448519.74813177175
8,2021,452455.68113769515
8,2022,484887.5682423811
8,2023,498128.55734995444
8,2024,519999.9999999999
9,1993,163244.62063994346
9,1994,170445.88819216457
9,1995,182119.5141825638
9,1996,182165.4162238594
9,1997,188501.25673052392
9,1998,195529.39889172494
9,1999,201132.30422457174
9,2000,212091.73415919786
9,2001,217797.81697693863
9,2002,228623.60536820127
9,2003,243214.77072803958
9,2004,241487.72376273017
9,2005,262150.0839991083
9,2006,273580.9677332556
9,2007,276566.929952265
9,2008,276075.35754579696
9,2009,296197.81015242473
9,2010,319925.550682279
9,2011,324161.6796840644
9,2012,330541.46553318924
9,2013,347232.46767770353
9,2014,370937.893076573
9,2015,383545.4169440392
9,2016,392687.1889802135
9,2017,407345.0499566762
9,2018,423426.03261204367
9,2019,435652.5751607954
9,2020,476507.2261780686
9,2021,476963.3830689908
9,2022,511413.934934278
9,2023,535029.0513084251
9,2024,539999.9999999998
10,2014,316964.2099235283
10,2015,320399.99186625885
10,2016,338831.50922766904
10,2017,349393.03668781044
10,2018,356973.96172719484
10,2019,380539.18622028077
10,2020,383937.72484883113
10,2021,418652.07738344045
10,2022,421343.8617463525
10,2023,444087.18157118285
10,2024,460000.00000000006
11,2003,42366.712978440766
11,2004,43586.278002738196
11,2005,46100.33466350235
11,2006,46938.202081700925
11,2007,50142.648987429144
11,2008,49875.4161191065
11,2009,53440.12652170308
11,2010,57587.39966478158
11,2011,56501.627972403876
11,2012,59148.54714248776
11,2013,63000.712930334405
11,2014,65087.09272040104
11,2015,67921.31488470877
11,2016,70832.55262946134
11,2017,73878.19547613125
11,2018,77554.05732634701
11,2019,79551.73708982946
11,2020,81665.24447462468
11,2021,86491.64832931734
11,2022,92129.96793176665
11,2023,92062.83000667833
11,2024,96000.0
12,2007,70471.42205676183
12,2008,76402.16697335076
12,2009,77549.86889587001
12,2010,77333.45652217198
12,2011,85505.40265696586
12,2012,86507.3666057983
12,2013,90776.66607605899
12,2014,95206.95088065646
12,2015,98736.90211584169
12,2016,103748.11928264993
12,2017,105461.8790671612
12,2018,111779.47550571819
12,2019,114472.4752869377
12,2020,121440.89397139174
12,2021,125991.25668101793
12,2022,127016.24596364195
12,2023,137539.18262047126
12,2024,140000.0
13,1998,114183.33057871998
13,1999,121977.31948816511
13,2000,125755.90646667616
13,2001,134605.5436098896
13,2002,134422.25060822512
13,2003,139445.6842106302
13,2004,145987.10051479726
13,2005,150964.60297868788
13,2006,160488.1911586544
13,2007,158968.90668307696
13,2008,167250.17040725364
13,2009,173889.99729547065
13,2010,188304.21181741712
13,2011,198758.74796609316
13,2012,199453.52835375242
13,2013,207164.0525180513
13,2014,216483.4123048828
13,2015,230052.20520134972
13,2016,229484.17534955684
13,2017,244333.00157566834
13,2018,257833.21048820452
13,2019,265652.59660339344
13,2020,274574.4941561414
13,2021,290174.3632940779
13,2022,279862.53081065544
13,2023,311863.84812019026
13,2024,320000.00000000006
14,2010,68390.50015633092
14,2011,69430.25670637502
14,2012,75717.95547457013
14,2013,80091.23754139246
14,2014,80844.84755939791
14,2015,85917.15311154479
14,2016,90510.20683427795
14,2017,93588.28218292446
14,2018,97948.35378180408
14,2019,100095.1920949221
14,2020,102731.25730119355
14,2021,103261.62278412924
14,2022,110400.74891687137
14,2023,113438.66170311644
14,2024,119999.99999999997
15,1991,148717.4146225642
15,1992,147708.697300639
15,1993,154539.1974058673
15,1994,162094.05300627384
15,1995,166884.1399756048
15,1996,179287.0029460228
15,1997,178098.7872615278
15,1998,188288.40639001565
15,1999,192164.19997656453
15,2000,197507.48772519722
15,2001,208396.30069236315
15,2002,219254.2711477173
15,2003,226234.19378819753
15,2004,234034.68830117243
15,2005,239872.08203428148
15,2006,256259.98115019753
15,2007,258920.26274475845
15,2008,281852.572323761
15,2009,289213.61044243956
15,2010,291533.3664694852
15,2011,310367.21401774546
15,2012,319904.60119538585
15,2013,339938.3130413165
15,2014,360711.1948201812
15,2015,351643.40093839663
15,2016,380833.01026630076
15,2017,393891.71012125193
15,2018,416481.47944656113
15,2019,429224.5092281726
15,2020,437813.19935797725
15,2021,459328.2735237922
15,2022,473115.135992274
15,2023,510760.0713859859
15,2024,519999.9999999999
16,2009,277750.5873766557
16,2010,299716.44389805564
16,2011,299922.7299391301
16,2012,307873.8370248844
16,2013,314957.6657288924
16,2014,325600.71884623275
16,2015,340163.43878032215
16,2016,367296.9707748827
16,2017,383824.7986727723
16,2018,382660.88306741853
16,2019,418320.1158989493
16,2020,423272.8693998406
16,2021,445803.16386679234
16,2022,477183.99249496515
16,2023,489392.6857294763
16,2024,500000.00000000006
17,2004,226967.9342770541
17,2005,233091.2356430215
17,2006,236192.09457244482
17,2007,252994.68218823962
17,2008,265826.8462364745
17,2009,272150.79386431415
17,2010,287979.5651314773
17,2011,300748.59556109604
17,2012,310894.0809618551
17,2013,320568.1729619357
17,2014,338921.4549457573
17,2015,354398.3841724209
17,2016,357377.6632466851
17,2017,390680.8330869593
17,2018,394378.10653498437
17,2019,411118.4835401815
17,2020,433455.94208633696
17,2021,446571.46225022315
17,2022,471090.39047626895
17,2023,483530.0400500176
17,2024,500000.00000000006
18,1996,191047.81816508505
18,1997,202607.9654634742
18,1998,204414.41025364096
18,1999,218040.12711563954
18,2000,226120.07581745624
18,2001,234341.78684730193
18,2002,244104.97395142523
18,2003,244943.99352244835
18,2004,261799.4305313471
18,2005,275803.79624430306
18,2006,287219.6616673589
18,2007,291636.54388979817
18,2008,317505.69436328905
18,2009,316474.3202759632
18,2010,341429.6616117774
18,2011,351309.08757451584
18,2012,357584.16137183446
18,2013,390134.1543065496
18,2014,382473.2299391083
18,2015,414991.4187875534
18,2016,432281.26101062
18,2017,434840.7832410573
18,2018,471148.05734079046
18,2019,474333.6898241489
18,2020,498649.03847833216
18,2021,518302.41996343207
18,2022,534802.1621661813
18,2023,566735.9384313974
18,2024,580000.0
19,2001,222569.16409814171
19,2002,219887.64195506807
19,2003,243151.9390763919
19,2004,238254.56282045765
19,2005,261599.88350705974
19,2006,272565.8574140724
19,2007,271172.7646040911
19,2008,285941.5741144571
19,2009,293212.07909390685
19,2010,310496.14009430085
19,2011,322312.0344985177
19,2012,342541.7223890333
19,2013,359966.1400643152
19,2014,374987.69008059456
19,2015,375131.14178725163
19,2016,392921.6458638445
19,2017,396539.45269642555
19,2018,419891.4230447256
19,2019,452405.4449314831
19,2020,476509.1384161182
19,2021,468206.85183604126
19,2022,493344.4767022454
19,2023,518956.555600811
19,2024,539999.9999999999
20,1997,195305.52203398314
20,1998,198715.3993915099
20,1999,211847.02039937009
20,2000,216397.65070027515
20,2001,227141.0735890555
20,2002,238876.70143251808
20,2003,245778.38223261404
20,2004,253346.0886445648
20,2005,265217.07228164136
20,2006,275943.22122131917
20,2007,285361.5355267821
20,2008,297441.0370467064
20,2009,320890.04821224994
20,2010,327013.9168323611
20,2011,334333.96062934294
20,2012,354649.88321002806
20,2013,361336.6825939776
20,2014,387192.1694145145
20,2015,396357.2757770102
20,2016,408308.3829943954
20,2017,429364.5297457428
20,2018,428671.48850853014
20,2019,449906.6276572671
20,2020,467259.9394651013
20,2021,499261.2108320237
20,2022,535691.7233674491
20,2023,562490.9246513053
20,2024,560000.0
21,2004,83197.9638135775
21,2005,86291.43565725558
21,2006,85652.47189952337
21,2007,91404.24509728924
21,2008,94589.2965545128
21,2009,98706.56580993635
21,2010,103595.95899189742
21,2011,107082.64418205836
21,2012,107976.91556594936
21,2013,118673.54934860856
21,2014,118992.60608667241
21,2015,127070.74242790145
21,2016,136980.07970849948
21,2017,134270.04215438326
21,2018,135057.6118908256
21,2019,147100.61057528408
21,2020,157252.7320618954
21,2021,166286.81408169706
21,2022,162327.68256284323
21,2023,174796.26654197252
21,2024,179999.99999999997
22,1992,129906.36037876377
22,1993,136082.75134367455
22,1994,149327.3511172067
22,1995,143065.89878771134
22,1996,154178.10822706745
22,1997,161027.89668406724
22,1998,169520.05636820465
22,1999,172891.8762071072
22,2000,180561.5078002197
22,2001,185172.21366390315
22,2002,195144.22583474818
22,2003,200477.89739087725
22,2004,212547.82638182933
22,2005,216721.53380084652
22,2006,228781.49136685213
22,2007,236013.48383188766
22,2008,251128.86921859422
22,2009,255159.12983269375
22,2010,256218.82304093434
22,2011,283236.55126095004
22,2012,282110.039756811
22,2013,294900.22636408854
22,2014,307057.36933135526
22,2015,332073.98851911403
22,2016,321760.74499200087
22,2017,371498.95931045647
22,2018,371223.15856891754
22,2019,379774.5413655197
22,2020,392778.23055321345
22,2021,411273.8050899402
22,2022,429728.48219405516
22,2023,448015.36864494294
22,2024,460000.0000000001
23,2003,204106.5817379975
23,2004,210314.12302531616
23,2005,217473.795349909
23,2006,226381.94639493042
23,2007,235231.1346837564
23,2008,251166.78875688912
23,2009,258453.81624781695
23,2010,250016.92733098503
23,2011,279888.11610897834
23,2012,288433.65401137376
23,2013,298695.4222858505
23,2014,308344.8015181902
23,2015,330455.9358807522
23,2016,342487.0987055636
23,2017,344158.81780666107
23,2018,366504.31572013214
23,2019,370739.06383032206
23,2020,382360.33669227664
23,2021,403812.55114731414
23,2022,432631.30542337423
23,2023,450739.1830937117
23,2024,460000.0000000001
24,2006,79790.97421570179
24,2007,83330.90262475556
24,2008,86307.20189406158
24,2009,87702.50616541617
24,2010,93194.17167471515
24,2011,97630.11048281925
24,2012,101443.13797801167
24,2013,106404.29450737254
24,2014,109621.4820515214
24,2015,113204.03080897026
24,2016,119412.66735077616
24,2017,121522.35738486801
24,2018,124220.05740726022
24,2019,131079.44377627282
24,2020,134731.08367614917
24,2021,140318.67809804738
24,2022,147501.42405113752
24,2023,151407.93870461555
24,2024,160000.00000000003
25,1993,135531.7736659654
25,1994,136455.28915148825
25,1995,148128.86570541415
25,1996,153403.33517847816
25,1997,156928.5273963898
25,1998,168104.64904385683
25,1999,175789.353506444
25,2000,173686.15685396298
25,2001,183787.10407103522
25,2002,191113.67528941392
25,2003,198068.8151894467
25,2004,213420.76096114668
25,2005,217489.1324658667
25,2006,225867.67359552512
25,2007,226687.38329026196
25,2008,248718.90572351043
25,2009,249091.00224167207
25,2010,265956.94642379705
25,2011,277796.6653114195
25,2012,295133.38557573856
25,2013,290985.5285973023
25,2014,291992.6748376477
25,2015,324378.2646799348
25,2016,348221.16043671675
25,2017,358223.970182393
25,2018,365069.0931442653
25,2019,374368.84931906214
25,2020,399557.30023385334
25,2021,400975.9179444973
25,2022,429347.71771271946
25,2023,446779.1591003203
25,2024,460000.0000000001
26,2007,335525.70488429343
26,2008,360560.8171671065
26,2009,358158.333344461
26,2010,365821.95621352416
26,2011,384170.8164807767
26,2012,385598.6289705772
26,2013,409955.5094438571
26,2014,428821.9122069896
26,2015,444942.3260452088
26,2016,469066.6811235657
26,2017,478347.7645254848
26,2018,517141.67176553974
26,2019,526035.52678703
26,2020,546972.9228543882
26,2021,565226.5052740908
26,2022,593552.552471704
26,2023,625539.6709497557
26,2024,640000.0000000002
27,1997,54528.298813736496
27,1998,56950.67556863286
27,1999,59654.10360327104
27,2000,60739.26581844438
27,2001,63852.55097096866
27,2002,66869.84118304808
27,2003,71441.25267089705
27,2004,73405.36599423471
27,2005,76236.82299926458
27,2006,80324.58628097028
27,2007,81914.04573340625
27,2008,86092.41971195852
27,2009,88658.91123312796
27,2010,92886.38171452044
27,2011,94971.88658720563
27,2012,95061.03832793143
27,2013,103653.82846368283
27,2014,111165.97153056879
27,2015,114496.26699150492
27,2016,119167.73355527526
27,2017,124592.7949281601
27,2018,126674.53973907315
27,2019,132027.31029271567
27,2020,135079.161992549
27,2021,141340.25700948155
27,2022,149750.80221825783
27,2023,157550.41365282715
27,2024,160000.00000000003
28,1993,103471.70823162922
28,1994,106939.9215093727
28,1995,112229.18017760491
28,1996,118120.5372924637
28,1997,117880.53012024627
28,1998,120443.77730108294
28,1999,129845.27143135757
28,2000,133208.9331010081
28,2001,140561.05564684048
28,2002,147247.8884167492
28,2003,152199.45631692305
28,2004,164375.6417280476
28,2005,167210.45690708427
28,2006,173808.10050878857
28,2007,181916.6075560277
28,2008,182611.63530376978
28,2009,198381.44917898413
28,2010,201810.01507413806
28,2011,213019.64313493195
28,2012,213922.61529572736
28,2013,220288.28158057065
28,2014,240315.21771813385
28,2015,247756.5798338622
28,2016,251127.7301044635
28,2017,261345.12735210833
28,2018,282836.21621074586
28,2019,280831.2182348259
28,2020,309010.6129349447
28,2021,305544.1856593019
28,2022,327726.2791043442
28,2023,334326.606413228
28,2024,350000.00000000006
29,1991,166440.4658052241
29,1992,169173.5158392768
29,1993,177297.01507748407
29,1994,185142.5945318832
29,1995,188534.61490961516
29,1996,203051.06152051172
29,1997,205954.0504523301
29,1998,215424.09742454215
29,1999,220594.11545966184
29,2000,222077.4279897039
29,2001,242505.7400665522
29,2002,265389.42486715235
29,2003,267431.88998070953
29,2004,273726.6854900994
29,2005,283288.10474437725
29,2006,296309.9501642584
29,2007,311394.4633033628
29,2008,312779.55801892857
29,2009,340583.6210078
29,2010,351442.4283056867
29,2011,365520.33651151095
29,2012,378044.67758131505
29,2013,389901.47021930886
29,2014,410793.2325948113
29,2015,426541.65047083545
29,2016,435309.7940453117
29,2017,450720.00546233414
29,2018,475154.6975542786
29,2019,508434.4438727753
29,2020,500172.18756099284
29,2021,517742.31979241094
29,2022,556561.6957237778
29,2023,577510.2427137231
29,2024,599999.9999999999
30,1995,54699.72014737943
30,1996,56967.76996247607
30,1997,58695.6221049599
30,1998,63144.253782094034
30,1999,61728.0680473599
30,2000,65221.72140379108
30,2001,68831.03986824905
30,2002,69375.0176720908
30,2003,74339.33156589362
30,2004,80163.91005769964
30,2005,80722.91837406636
30,2006,84303.9741175828
30,2007,85073.87321706506
30,2008,89645.51652383267
30,2009,93686.63247401941
30,2010,97546.95740354266
30,2011,104714.64961607283
30,2012,107365.82787837181
30,2013,107974.01992254963
30,2014,115412.11000594597
30,2015,120629.8946207617
30,2016,127049.86034828298
30,2017,133269.7037198781
30,2018,131625.84084585283
30,2019,137461.62453726688
30,2020,141661.77087227558
30,2021,150422.035445206
30,2022,158640.54962381427
30,2023,166689.36284269512
30,2024,169999.99999999997
31,2011,419763.2612616632
31,2012,434421.0732352791
31,2013,456086.75946596696
31,2014,464996.22149539273
31,2015,512363.8655559567
31,2016,495037.31318468845
31,2017,533907.896435582
31,2018,575610.1634629125
31,2019,575427.2204034647
31,2020,596088.6874307087
31,2021,617848.7035594116
31,2022,644854.3976103237
31,2023,691557.5756206457
31,2024,700000.0
32,1999,15416474.849123923
32,2000,17289697.25486574
32,2001,16949378.586400934
32,2002,18047318.39342821
32,2003,18707849.378387574
32,2004,19855641.591997564
32,2005,19757281.884094853
32,2006,21422210.82876376
32,2007,22968784.277273666
32,2008,22332135.17298749
32,2009,23966963.52337587
32,2010,24502669.298200946
32,2011,26044653.768695172
32,2012,26867958.426883515
32,2013,27573620.066212647
32,2014,29332705.829284318
32,2015,31301461.131430212
32,2016,31299716.098672234
32,2017,33146848.885720294
32,2018,33104525.138664242
32,2019,34666801.54441434
32,2020,37103860.99921098
32,2021,39361504.84373304
32,2022,40038671.85646788
32,2023,41087278.936298154
32,2024,42999999.99999999
33,1993,385392.8731433754
33,1994,390790.64314445516
33,1995,421886.64515964
33,1996,441170.9058237772
33,1997,446784.93828644033
33,1998,464487.98513265164
33,1999,490244.9631038497
33,2000,502728.19921757653
33,2001,526746.6079888872
33,2002,571577.7145503516
33,2003,567665.2001216977
33,2004,589050.9441019406
33,2005,609044.030144348
33,2006,651267.7635133567
33,2007,664966.2929144751
33,2008,685066.2834616196
33,2009,740919.3574139982
33,2010,772032.027096093
33,2011,771370.742283613
33,2012,781664.4454439626
33,2013,861471.2147436305
33,2014,866208.1236145225
33,2015,927805.315780781
33,2016,912469.3418791635
33,2017,1005528.9732148321
33,2018,1002521.507458642
33,2019,1084121.7445779624
33,2020,1111562.6659719849
33,2021,1133646.0008460463
33,2022,1192138.5501700293
33,2023,1267157.9614239174
33,2024,1299999.9999999998
34,2011,433329.14550442056
34,2012,454966.2014737344
34,2013,486185.8275969467
34,2014,471189.0651412554
34,2015,522224.19191125117
34,2016,527194.9744053293
34,2017,537305.596582472
34,2018,553886.78550205
34,2019,589549.135137797
34,2020,626803.7749894415
34,2021,638444.5521116894
34,2022,685799.3999589143
34,2023,672214.4904454399
34,2024,720000.0
35,2007,256624.56150193853
35,2008,260267.4568514454
35,2009,279651.37012140185
35,2010,293859.0951014035
35,2011,297760.0567701352
35,2012,296032.6818767843
35,2013,326082.7950069225
35,2014,340732.53357985965
35,2015,354133.8891104171
35,2016,374374.8419317952
35,2017,371819.77890042233
35,2018,400533.1095528037
35,2019,420765.095874874
35,2020,412198.6543056407
35,2021,447339.87242830213
35,2022,457616.6805565118
35,2023,479985.358912484
35,2024,499999.9999999999
36,2001,56379.56375124581
36,2002,57662.41849842781
36,2003,59740.63247950701
36,2004,63024.4179161411
36,2005,64076.34810644083
36,2006,66641.33776155487
36,2007,71808.11883361345
36,2008,71986.48078860716
36,2009,77647.64528976637
36,2010,80428.85387803284
36,2011,80018.55344137736
36,2012,85026.34736566289
36,2013,91783.01968337009
36,2014,91398.41613475147
36,2015,96056.42491185883
36,2016,101767.08878819937
36,2017,106511.72045332922
36,2018,108514.73080498175
36,2019,112070.47761418388
36,2020,121318.71806647108
36,2021,126948.11379160617
36,2022,130086.58304378488
36,2023,132918.7289168072
36,2024,138000.0
37,1991,37752.86965039073
37,1992,39245.28224774728
37,1993,41938.169138933525
37,1994,43525.81346629003
37,1995,46149.586857575465
37,1996,47294.19524495513
37,1997,47094.69898468858
37,1998,51558.88591322294
37,1999,51468.062244828405
37,2000,54197.57917976161
37,2001,57085.92253888231
37,2002,61431.58554346235
37,2003,65257.96723054708
37,2004,64669.4938237983
37,2005,66206.4712827843
37,2006,69846.70859458677
37,2007,73148.21035134845
37,2008,74267.76480852207
37,2009,80528.11837411493
37,2010,81218.51996106583
37,2011,84917.38054126552
37,2012,88608.20304582482
37,2013,91708.12336397862
37,2014,96165.90643291516
37,2015,97147.85605722372
37,2016,101154.38095575511
37,2017,104047.61881135529
37,2018,111616.59738079966
37,2019,116862.43622101593
37,2020,120768.24400483532
37,2021,128627.61970635838
37,2022,129423.38308735084
37,2023,136415.84291890293
37,2024,140000.0
38,1999,51369.70935886431
38,2000,54194.161869564196
38,2001,57591.84101987591
38,2002,60076.94711752893
38,2003,61075.497087597025
38,2004,63802.67696924466
38,2005,64432.68699823692
38,2006,68614.46591167152
38,2007,73152.13132443003
38,2008,75607.0432462432
38,2009,78515.43570772177
38,2010,80926.99217460891
38,2011,84092.2495189623
38,2012,86288.76996183585
38,2013,92212.37814421205
38,2014,95375.2874999806
38,2015,99330.06354654895
38,2016,101220.39688060225
38,2017,101806.67564860929
38,2018,113071.90163234127
38,2019,113967.80038879925
38,2020,117607.57459489739
38,2021,126185.69085094659
38,2022,128423.04420139278
38,2023,137469.05949551016
38,2024,140000.0
39,1993,42016.605753166645
39,1994,43754.73362922951
39,1995,43664.81028956005
39,1996,47818.48282283045
39,1997,48808.0166553005
39,1998,50123.54860444257
39,1999,52666.95710093362
39,2000,52676.7533862244
39,2001,57265.93004355012
39,2002,57857.57734340659
39,2003,59774.632209091826
39,2004,61948.774860126396
39,2005,67928.70086795502
39,2006,68238.1950429651
39,2007,74076.90378278724
39,2008,73946.1520073472
39,2009,75082.53163148455
39,2010,79041.16947344344
39,2011,86158.52207495175
39,2012,87170.94102368152
39,2013,89944.09089496524
39,2014,94881.67085889842
39,2015,99349.27148584284
39,2016,104582.75133588782
39,2017,109470.56687646316
39,2018,109847.90851954615
39,2019,112018.03423977947
39,2020,118682.97783695733
39,2021,125107.37779716667
39,2022,126942.93177386306
39,2023,132038.43984451334
39,2024,140000.0
40,2003,141392.29299363797
40,2004,145901.71527619747
40,2005,151985.20350637363
40,2006,155564.745111693
40,2007,163522.43667257682
40,2008,167692.5001748952
40,2009,180848.1325678918
40,2010,188618.1429529671
40,2011,185087.5629986389
40,2012,196155.4095243165
40,2013,201644.35014739388
40,2014,213370.08359888295
40,2015,224452.57195598845
40,2016,227041.71959896016
40,2017,238690.25898773829
40,2018,247822.61882967944
40,2019,264106.9694358156
40,2020,273916.7064410179
40,2021,280372.4536109623
40,2022,296904.2655156177
40,2023,304328.12255638605
40,2024,320000.0
41,2005,141619.09297437986
41,2006,153044.81436901444
41,2007,158140.91480210403
41,2008,156009.31042157096
41,2009,169343.676564375
41,2010,176053.8926015799
41,2011,176034.5227886958
41,2012,190447.55147732797
41,2013,200868.34695844018
41,2014,198119.1443537382
41,2015,206908.26880224445
41,2016,223668.6330955781
41,2017,229213.22869800238
41,2018,239709.3959845478
41,2019,248257.76908318241
41,2020,258445.06837268322
41,2021,259623.5342495923
41,2022,283176.6884612876
41,2023,295209.1730332371
41,2024,299999.99999999994
42,2004,177174.31967736196
42,2005,184949.5845414147
42,2006,186619.74498190117
42,2007,202274.80202186483
42,2008,210606.5124492043
42,2009,216283.8028379838
42,2010,230279.71348747937
42,2011,232658.91619650985
42,2012,246343.52866103625
42,2013,248170.19812380063
42,2014,263345.920126072
42,2015,273053.334762369
42,2016,286253.2962263821
42,2017,294177.6284025138
42,2018,307412.20835841773
42,2019,325847.3860171705
42,2020,330461.52087782463
42,2021,335568.2985803068
42,2022,373194.1146937891
42,2023,385360.9055901787
42,2024,390000.0
43,1997,50677.95117281275
43,1998,54849.6954781482
43,1999,55701.497475463664
43,2000,58826.59721436571
43,2001,61217.073428798
43,2002,62996.57909554127
43,2003,64793.21218676022
43,2004,67512.5801639141
43,2005,69891.7729524263
43,2006,72812.3856507048
43,2007,76902.52426732532
43,2008,78939.77602283105
43,2009,84425.83331026866
43,2010,89197.80521345795
43,2011,89041.01808416589
43,2012,94138.15147108154
43,2013,98410.89749280679
43,2014,102291.22878938216
43,2015,105548.1058280301
43,2016,111231.54305586545
43,2017,115087.08068892967
43,2018,115612.75108857498
43,2019,125432.21480188018
43,2020,130496.0084335325
43,2021,131313.77809892056
43,2022,138788.65893707724
43,2023,146201.91055618576
43,2024,149999.99999999997
44,2003,131098.9570104753
44,2004,139854.2429077534
44,2005,149124.69224074137
44,2006,145760.5274528108
44,2007,149758.02565200836
44,2008,161145.72009846533
44,2009,168983.29908749487
44,2010,172442.60737640105
44,2011,185408.97000914044
44,2012,182362.57947567213
44,2013,197574.9198168588
44,2014,200213.46347693895
44,2015,218024.0933357404
44,2016,227942.53021185118
44,2017,224479.76797462726
44,2018,234488.41979568044
44,2019,250817.2435375096
44,2020,254455.73189742086
44,2021,266456.68515696697
44,2022,277507.70203703246
44,2023,277386.50102193654
44,2024,299999.99999999994
45,2012,137373.32163992783
