id_regiao,ano,custo_m2
5,2010,2172.5704270691554
5,2011,2621.9491151280754
5,2012,2873.13422766168
5,2013,3307.069037022775
5,2014,3461.37211821877
5,2015,3450.319619962471
5,2016,3345.1626172777924
5,2017,3235.538749214532
5,2018,3248.254761909909
5,2019,3309.1223579999537
5,2020,3517.6751514523803
5,2021,3769.998870704369
5,2022,3940.712470221564
5,2023,4081.603016964511
5,2024,4335.106933008119
6,2001,939.6996025870121
6,2002,581.6748630716895
6,2003,637.686442747648
6,2004,724.9444994790904
6,2005,751.4867648331938
6,2006,875.9207845578378
6,2007,964.9467145194753
6,2008,1146.1920727306872
6,2009,1433.1324612996757
6,2010,1821.4794528785317
6,2011,2294.3664603643415
6,2012,2576.6564673549537
6,2013,2978.2389692224833
6,2014,3170.0837559790702
6,2015,3323.80367224768
6,2016,3197.6747704042737
6,2017,3004.166166924793
6,2018,2994.43178556691
6,2019,2966.8400357227156
6,2020,3174.0348806255597
6,2021,3426.071955006226
6,2022,3544.3878896579704
6,2023,3653.14018441806
6,2024,3860.113150517007
7,2001,1127.2672772600388
7,2002,1263.2572944982978
7,2003,1317.9599544364382
7,2004,1563.8265808475485
7,2005,1634.5732141293395
7,2006,1780.4045966029241
7,2007,2032.4498918302677
7,2008,2472.4156889283686
7,2009,3118.3369115966398
7,2010,3898.3772367786337
7,2011,4623.212540052945
7,2012,5173.207751856494
7,2013,5644.042868778926
7,2014,6070.9357303738525
7,2015,6171.461324575514
7,2016,6019.233246857822
7,2017,5852.693915615836
7,2018,5871.371209628056
7,2019,6021.355956484144
7,2020,6503.012805848807
7,2021,7036.30019891637
7,2022,7269.716107555464
7,2023,7498.505115683992
7,2024,7948.001857890561
8,2001,714.4764777112308
8,2002,727.834065594512
8,2003,928.4161255844817
8,2004,998.3487748875158
8,2005,1107.529446476157
8,2006,1244.8854819807807
8,2007,1442.1653923072836
8,2008,1739.7162666526115
8,2009,2151.611706907228
8,2010,2678.23988411602
8,2011,3178.261283403905
8,2012,3516.618118055419
8,2013,3850.826239855765
8,2014,4079.5444917961795
8,2015,4109.155850565797
8,2016,3916.183662705668
8,2017,3832.9205959734873
8,2018,3787.652871445049
8,2019,3915.101357739855
8,2020,4210.456134744283
8,2021,4549.020871594659
8,2022,4691.888157696639
8,2023,4851.058120090062
8,2024,5128.3186004928075
9,2001,422.1191213165338
9,2002,380.47791562233465
9,2003,438.53783234118345
9,2004,498.8442661127305
9,2005,546.5375926960819
9,2006,640.1812373551062
9,2007,741.9992327076654
9,2008,980.1765440504497
9,2009,1219.2854670848528
9,2010,1501.5388578978439
9,2011,1799.5397914751359
9,2012,2052.8955678784623
9,2013,2241.3125213984613
9,2014,2424.4188527464403
9,2015,2536.099260052286
9,2016,2464.247157999858
9,2017,2408.226387091589
9,2018,2424.353759598577
9,2019,2506.0520331740518
9,2020,2691.695920737087
9,2021,2913.445943936372
9,2022,3020.379069182886
9,2023,3166.446882231818
9,2024,3331.9031679397854
10,2001,5588.965857067656
10,2002,3335.3464657068184
10,2003,2552.1556948418665
10,2004,2561.865280823568
10,2005,2509.921222680075
10,2006,2649.490290476502
10,2007,5256.994571420937
10,2008,6109.279189248903
10,2009,7336.49280708768
10,2010,8635.23916037559
10,2011,9570.292705941074
10,2012,9955.387954762939
10,2013,9552.031873779264
10,2014,15380.755964027803
10,2015,14783.818857292046
10,2016,13348.34887908956
10,2017,12488.413015897206
10,2018,12212.239984964952
10,2019,12348.0403831218
10,2020,12858.431278046617
10,2021,13904.310518000158
10,2022,14501.898193495414
10,2023,15078.854119198024
10,2024,16008.890829506558
11,2001,1606.4467546905432
11,2002,1727.2836930738613
11,2003,1747.7487405820405
11,2004,2098.8654434266673
11,2005,2308.690822902521
11,2006,2553.807292608589
11,2007,2988.1700321953444
11,2008,3647.742042679955
11,2009,4578.618607226446
11,2010,5763.683025499222
11,2011,6844.48906030862
11,2012,7624.469916172242
11,2013,8338.492459505875
11,2014,8844.833237786537
11,2015,8916.02761957978
11,2016,8647.262290694514
11,2017,8437.557893234063
11,2018,8430.250412776206
11,2019,8542.299168857968
11,2020,9187.145849192862
11,2021,9924.796316345126
11,2022,10235.355936091233
11,2023,10581.61495572037
11,2024,11185.104929580866
12,2001,697.8926167265009
12,2002,754.4705404145461
12,2003,808.7440289933593
12,2004,997.6912678422412
12,2005,1089.8412264867343
12,2006,1500.2333630543053
12,2007,1709.9828502803584
12,2008,2078.5727439413677
12,2009,2564.0327935880523
12,2010,3222.667283850791
12,2011,3780.8125062424474
12,2012,4241.214618282033
12,2013,4620.580996967866
12,2014,5023.810605310934
12,2015,5074.260955594764
12,2016,4918.245031764953
12,2017,4823.171027152844
12,2018,4838.136705377159
12,2019,4992.13774606119
12,2020,5280.161927037141
12,2021,5710.829435696977
12,2022,5901.062629715144
12,2023,6086.755639490524
12,2024,6448.623913253266
13,2001,1423.9383533168511
13,2002,1352.976650457162
13,2003,1422.3957723230915
13,2004,1654.1708767235207
13,2005,1805.3311059558941
13,2006,2056.6681871843643
13,2007,2487.2193490679524
13,2008,2976.3152324098273
13,2009,3711.2049675381527
13,2010,4586.5075368073
13,2011,5557.954497858521
13,2012,6159.414620823546
13,2013,6771.317110137802
13,2014,7337.013975465756
13,2015,7734.827714741854
13,2016,7599.193674614102
13,2017,7428.639562899836
13,2018,7527.3474049380475
13,2019,7844.582896118747
13,2020,8560.519453234263
13,2021,9181.57974407738
13,2022,9308.6755007977
13,2023,9600.331392154421
13,2024,10174.442932637534
14,2001,322.9174085619707
14,2002,397.91717728612167
14,2003,537.3377294254944
14,2004,596.1390291506425
14,2005,667.7085178048118
14,2006,731.5568967877244
14,2007,855.6718745847124
14,2008,1045.2626489215322
14,2009,1542.309124201684
14,2010,1902.30795934848
14,2011,2229.995244956201
14,2012,2480.1718556357814
14,2013,2644.0188541656985
14,2014,2836.742266743312
14,2015,2774.2968579980648
14,2016,2725.2505093578548
14,2017,2671.052784860369
14,2018,2686.5323511286647
14,2019,2818.791642244787
14,2020,2991.6248717000576
14,2021,3243.0782396484137
14,2022,3353.339674871263
14,2023,3456.1319325788195
14,2024,3664.377961406835
15,2001,441.4570721974742
15,2002,502.3947440887445
15,2003,518.6995285972946
15,2004,585.1054549659392
15,2005,638.6601857822939
15,2006,743.5608533241773
15,2007,860.9475988730655
15,2008,999.0964598854194
15,2009,1315.067069197089
15,2010,1578.3194658879634
15,2011,1947.5152335401324
15,2012,2379.2095658653466
15,2013,2609.7551693238347
15,2014,2788.810448278886
15,2015,2733.463374665454
15,2016,2721.2574230884775
15,2017,2650.895045791926
15,2018,3405.393076307907
15,2019,3520.134965247012
15,2020,3784.0351717104118
15,2021,4104.731926274532
15,2022,4251.53686452655
15,2023,4383.0358631543695
15,2024,4641.335700880825
16,2001,321.0774066720537
16,2002,321.6804704364119
16,2003,378.911776065024
16,2004,486.65529077416517
16,2005,591.1196142978903
16,2006,657.4683021499912
16,2007,800.4747677821925
16,2008,983.6849913308489
16,2009,1228.6893277280542
16,2010,1526.3766322415995
16,2011,1843.9277777722796
16,2012,2083.8139841809184
16,2013,2356.8923347477075
16,2014,2526.687886216899
16,2015,2540.083553210903
16,2016,2465.2878766514236
16,2017,2403.9435719231765
16,2018,2399.100370729469
16,2019,12075.827768511177
16,2020,12789.182442406833
16,2021,13836.515286403794
16,2022,14294.560237940022
16,2023,14749.499538250799
16,2024,15620.11373033174
17,2001,566.1839189626204
17,2002,665.1193336400345
17,2003,691.7795258182229
17,2004,865.5075851095337
17,2005,1804.3748551772446
17,2006,1767.9404552706244
17,2007,2039.7576882912213
17,2008,2263.496182995149
17,2009,2677.9902619107665
17,2010,3098.017012688187
17,2011,3424.8249931284563
17,2012,3715.0074260800957
17,2013,4041.4567344609845
17,2014,4211.178795958894
17,2015,5010.549513578909
17,2016,4854.197722059771
17,2017,4624.171714979648
17,2018,4480.203170409109
17,2019,16802.87548131101
17,2020,19153.28779781964
17,2021,20724.727022513605
17,2022,21410.217636464236
17,2023,22069.06902004157
17,2024,23392.431241586524
18,2001,1150.0837270228128
18,2002,2803.8655720315564
18,2003,2465.5695451559177
18,2004,2696.8774479903914
18,2005,2681.5645044815365
18,2006,3707.736177742172
18,2007,4075.865316899541
18,2008,4781.090232988116
18,2009,5857.7538372994795
18,2010,7270.46069677477
18,2011,8634.049716110503
18,2012,9089.656551036276
18,2013,9876.653532483007
18,2014,10229.265106707056
18,2015,10109.98276049396
18,2016,9664.661306117789
18,2017,9331.032628635221
18,2018,9258.071712067163
18,2019,9549.205111589565
18,2020,11069.573371308054
18,2021,11977.30333139636
18,2022,12375.999997129293
18,2023,12757.99254022623
18,2024,13525.207406637352
19,2001,374.92260487138327
19,2002,381.9092118343271
19,2003,536.4782924245746
19,2004,604.929102719473
19,2005,715.8441407596586
19,2006,779.9226482959032
19,2007,912.357561199913
19,2008,1089.5008100824766
19,2009,1359.4540156651642
19,2010,1690.3804510268858
19,2011,2014.3925352814938
19,2012,2262.6026099282253
19,2013,2533.07370637121
19,2014,2710.1342029135394
19,2015,2712.864922645854
19,2016,2621.247009215093
19,2017,2614.6808308260925
19,2018,2586.384592323002
19,2019,2670.9039876708734
19,2020,2872.938674869412
19,2021,3106.7618956146694
19,2022,3216.243396477259
19,2023,3312.7096638979815
19,2024,3508.7065440988235
20,2001,41859.191176667424
20,2002,42638.559274822604
20,2003,35253.27480354663
20,2004,32289.02712865452
20,2005,29504.390088352007
20,2006,24753.498936031494
20,2007,21376.933022380334
20,2008,22278.41371137059
20,2009,21618.225808262523
20,2010,20656.05030260151
20,2011,23768.711407733088
20,2012,23326.504882961366
20,2013,22060.4356191924
20,2014,22559.558778916016
20,2015,22721.49699614243
20,2016,21639.11572616795
20,2017,19839.18443379253
20,2018,18397.15956326315
20,2019,18662.936493700923
20,2020,18344.90734133557
20,2021,19820.23842155097
20,2022,20442.947059392984
20,2023,21136.423880006547
20,2024,22344.787981085607
21,2002,348.3602239112715
21,2003,382.0064344372572
21,2004,434.3935574897566
21,2005,519.256247886431
21,2006,576.7852870617581
21,2007,706.3682257280489
21,2008,820.966212040102
21,2009,985.7527841290921
21,2010,1235.180516159213
21,2011,1478.4132873131323
21,2012,1660.7484796849074
21,2013,2103.262869498363
21,2014,2257.07861334912
21,2015,2228.7720928346016
21,2016,2159.279201649239
21,2017,2127.3896898228377
21,2018,2060.731259399551
21,2019,2172.434668732601
21,2020,2347.7983814044605
21,2021,2543.681691913448
21,2022,2643.929808269511
21,2023,2734.210443863802
21,2024,2898.359868556913
22,2002,514.0659009785362
22,2003,703.8893914378696
22,2004,800.2256665678906
22,2005,873.3161984973519
22,2006,1273.6558868225081
22,2007,1489.7224901453685
22,2008,1538.2958469073587
22,2009,2162.203741136602
22,2010,2648.2987087338956
22,2011,3038.4327108849297
22,2012,3412.3516688967356
22,2013,3955.237855292157
22,2014,4243.479281790655
22,2015,4272.808954372151
22,2016,4044.1583665243666
22,2017,3838.76380842701
22,2018,3858.7257943075683
22,2019,3894.2586496883046
22,2020,4188.403558521489
22,2021,4524.442558599024
22,2022,4665.720528980996
22,2023,4823.873562306553
22,2024,5098.5145973491835
23,2003,286.91440055504347
23,2004,302.1230743290565
23,2005,420.1270022581175
23,2006,440.6970732454341
23,2007,515.5156673195929
23,2008,629.7998629896716
23,2009,787.5720520481289
23,2010,3773.675738535241
23,2011,3971.9573659582265
23,2012,4163.2726902764025
23,2013,4553.608746246315
23,2014,4885.99873902225
23,2015,4345.129762734436
23,2016,4218.234398732506
23,2017,4132.184330041693
23,2018,4159.990708069522
23,2019,4003.801954617165
23,2020,3927.775561039413
23,2021,4246.48609851994
23,2022,4379.164600880885
23,2023,4524.644698137649
23,2024,4800.318332461189
24,2002,345.59321990912315
24,2003,378.93178144235185
24,2004,397.05192989100084
24,2005,433.3758357813569
24,2006,481.33892829448973
24,2007,563.07014038626
24,2008,785.0528036482747
24,2009,1000.4406959340624
24,2010,1253.4523279912314
24,2011,1500.1246494224517
24,2012,1684.959647823581
24,2013,1872.6999109756034
24,2014,2009.4424410608958
24,2015,1969.1822893480626
24,2016,1907.9465149772298
24,2017,2394.774689816998
24,2018,2425.708689726299
24,2019,2495.8888528628586
24,2020,4622.805784605107
24,2021,4992.509631564362
24,2022,5206.268320219654
24,2023,5384.523113728655
24,2024,5710.448118859334
25,2001,497.9711325589708
25,2002,501.0657158104334
25,2003,549.3121027843863
25,2004,687.231747034784
25,2005,749.9794658269914
25,2006,832.8456147035013
25,2007,1057.5455235802383
25,2008,1313.4101243121338
25,2009,1619.179236602962
25,2010,2028.3386471874326
25,2011,2427.1080869669704
25,2012,2725.715087362855
25,2013,2980.8512613414614
25,2014,3217.935335383206
25,2015,3251.077359667994
25,2016,3167.6321732463734
25,2017,3103.9555304172227
25,2018,3224.671453236174
25,2019,3300.777489953336
25,2020,3542.610378045528
25,2021,3832.564122122978
25,2022,3959.5714327185296
25,2023,4084.0835945928893
25,2024,4329.17714884696
26,2001,588.9653874019587
26,2002,627.299598661156
26,2003,687.6998196528536
26,2004,1012.8289726329984
26,2005,1100.210161795768
26,2006,1221.7721037676824
26,2007,1608.8194994206858
26,2008,1965.1974352304992
26,2009,2457.1526976118084
26,2010,3078.0602012073505
26,2011,3675.57661272872
26,2012,4127.777171640205
26,2013,4982.421618329578
26,2014,5345.355329783138
26,2015,5166.2398234144985
26,2016,4878.230718417737
26,2017,4778.17489673664
26,2018,4703.961617818387
26,2019,4931.727481600301
26,2020,5294.573281086554
26,2021,5728.165037270526
26,2022,5919.004860132097
26,2023,6103.114391667319
26,2024,6467.857669970148
27,2004,911.4728411569066
27,2005,1121.6385962126856
27,2006,1329.2049127706093
27,2007,1617.494105825003
27,2008,2079.5939097702244
27,2009,2600.3213640191693
27,2010,3463.699890548112
27,2011,4107.706993112313
27,2012,4549.023921311768
27,2013,4975.078758709863
27,2014,5355.734945489796
27,2015,5343.559343818944
27,2016,5199.352616596201
27,2017,5089.8373525094485
27,2018,5028.589032229565
27,2019,5201.114963861219
27,2020,5585.621349105911
27,2021,6040.083862989435
27,2022,6235.825467705757
27,2023,6432.952155024081
27,2024,6817.523323326952
28,2002,721.7753490633843
28,2003,716.5305839144788
28,2004,814.8953518696202
28,2005,889.6511803140984
28,2006,847.6037691692927
28,2007,921.6258178934595
28,2008,1081.852271170162
28,2009,1258.3924892053408
28,2010,1629.055694509921
28,2011,2104.648730227453
28,2012,2296.8605612306137
28,2013,2481.257157661365
28,2014,2617.741472620377
28,2015,2709.521124095257
28,2016,2610.391780564109
28,2017,2563.1141885789275
28,2018,2570.2327553699974
28,2019,2655.464950049262
28,2020,2857.389376480226
28,2021,3089.2881141338676
28,2022,3208.284255863638
28,2023,3308.8251705703233
28,2024,3517.6042240352535
29,2001,851.0230238385916
29,2002,836.4402883564179
29,2003,1187.6738668004746
29,2004,1555.314567780714
29,2005,1697.2764375497748
29,2006,1884.7593373300779
29,2007,2137.8679600455725
29,2008,2611.3707079831875
29,2009,3159.060542260416
29,2010,3547.514243601652
29,2011,4165.29520755181
29,2012,4677.624573555276
29,2013,5115.327603638617
29,2014,5379.529912603922
29,2015,5438.953316216028
29,2016,5194.823816709854
29,2017,4914.38256964006
29,2018,4892.0017944611345
29,2019,5038.831909219604
29,2020,5359.743968064592
29,2021,5799.086515216599
29,2022,5990.460453423882
29,2023,6174.2428463855495
29,2024,6544.0250127807085
